vertex,group_id,degree,beteweeness,from,to
,,,,Neurology,Philosophy
,,,,Neurology,Mind
,,,,Neurology,Mental health
,,,,Neurology,Medicine
,,,,Neurology,Health care
,,,,Neurology,Faith
,,,,Neurology,Evolution
,,,,Neurology,Computers
,,,,Neurology,Cities
,,,,Neurology,Children
,,,,Neurology,Brain
,,,,Neurology,Biology
,,,,Mind,Neurology
,,,,Mental health,Neurology
,,,,Medicine,Neurology
,,,,Health care,Neurology
,,,,Faith,Neurology
,,,,Evolution,Neurology
,,,,Computers,Neurology
,,,,Cities,Neurology
,,,,Children,Neurology
,,,,Brain,Neurology
,,,,Biology,Neurology
,,,,Sight,Neurology
,,,,Neurology,Sight
,,,,Neurology,God
,,,,God,Neurology
,,,,Neurology,Consciousness
,,,,Consciousness,Neurology
,,,,Neurology,Cognitive science
,,,,Cognitive science,Neurology
,,,,TEDx,Dinosaurs
,,,,Science,Dinosaurs
,,,,Dinosaurs,TEDx
,,,,Dinosaurs,Science
,,,,Dinosaurs,Biology
,,,,Biology,Dinosaurs
,,,,Paleontology,Dinosaurs
,,,,Dinosaurs,Paleontology
,,,,TEDBooks,Technology
,,,,TEDBooks,Statistics
,,,,TEDBooks,Sports
,,,,TEDBooks,Science
,,,,TEDBooks,Robots
,,,,TEDBooks,Parenting
,,,,TEDBooks,Invention
,,,,TEDBooks,Innovation
,,,,TEDBooks,Happiness
,,,,TEDBooks,Global issues
,,,,TEDBooks,Genetics
,,,,TEDBooks,Entertainment
,,,,TEDBooks,Energy
,,,,TEDBooks,Education
,,,,TEDBooks,Economics
,,,,TEDBooks,Development
,,,,TEDBooks,Design
,,,,TEDBooks,Data
,,,,TEDBooks,Culture
,,,,TEDBooks,Children
,,,,TEDBooks,Business
,,,,TEDBooks,Biology
,,,,Technology,TEDBooks
,,,,Statistics,TEDBooks
,,,,Sports,TEDBooks
,,,,Science,TEDBooks
,,,,Robots,TEDBooks
,,,,Parenting,TEDBooks
,,,,Invention,TEDBooks
,,,,Innovation,TEDBooks
,,,,Happiness,TEDBooks
,,,,Global issues,TEDBooks
,,,,Genetics,TEDBooks
,,,,Entertainment,TEDBooks
,,,,Energy,TEDBooks
,,,,Education,TEDBooks
,,,,Economics,TEDBooks
,,,,Development,TEDBooks
,,,,Design,TEDBooks
,,,,Data,TEDBooks
,,,,Culture,TEDBooks
,,,,Children,TEDBooks
,,,,Business,TEDBooks
,,,,Biology,TEDBooks
,,,,TEDBooks,Play
,,,,Play,TEDBooks
,,,,TEDBooks,DNA
,,,,DNA,TEDBooks
,,,,TEDBooks,Biotech
,,,,Biotech,TEDBooks
,,,,TEDBooks,Biodiversity
,,,,Biodiversity,TEDBooks
,,,,TEDBooks,Big problems
,,,,Big problems,TEDBooks
,,,,Work,Big problems
,,,,Women,Big problems
,,,,War,Big problems
,,,,Technology,Big problems
,,,,Sustainability,Big problems
,,,,Statistics,Big problems
,,,,Social change,Big problems
,,,,Science,Big problems
,,,,Poverty,Big problems
,,,,Pollution,Big problems
,,,,Politics,Big problems
,,,,Law,Big problems
,,,,Inequality,Big problems
,,,,History,Big problems
,,,,Health,Big problems
,,,,Happiness,Big problems
,,,,Green,Big problems
,,,,Government,Big problems
,,,,Global issues,Big problems
,,,,Future,Big problems
,,,,Europe,Big problems
,,,,Environment,Big problems
,,,,Energy,Big problems
,,,,Economics,Big problems
,,,,Disease,Big problems
,,,,Democracy,Big problems
,,,,Data,Big problems
,,,,Culture,Big problems
,,,,Cities,Big problems
,,,,Business,Big problems
,,,,Brain,Big problems
,,,,Big problems,Work
,,,,Big problems,Women
,,,,Big problems,War
,,,,Big problems,Technology
,,,,Big problems,Sustainability
,,,,Big problems,Statistics
,,,,Big problems,Social change
,,,,Big problems,Science
,,,,Big problems,Poverty
,,,,Big problems,Pollution
,,,,Big problems,Politics
,,,,Big problems,Law
,,,,Big problems,Inequality
,,,,Big problems,History
,,,,Big problems,Health
,,,,Big problems,Happiness
,,,,Big problems,Green
,,,,Big problems,Government
,,,,Big problems,Global issues
,,,,Big problems,Future
,,,,Big problems,Europe
,,,,Big problems,Environment
,,,,Big problems,Energy
,,,,Big problems,Economics
,,,,Big problems,Disease
,,,,Big problems,Democracy
,,,,Big problems,Data
,,,,Big problems,Culture
,,,,Big problems,Cities
,,,,Big problems,Business
,,,,Big problems,Brain
,,,,Water,Big problems
,,,,Big problems,Water
,,,,Third world,Big problems
,,,,Big problems,Third world
,,,,Smell,Big problems
,,,,Big problems,Smell
,,,,Protests,Big problems
,,,,Big problems,Protests
,,,,Interview,Big problems
,,,,Big problems,Interview
,,,,Insects,Big problems
,,,,Big problems,Insects
,,,,Climate change,Big problems
,,,,Big problems,Climate change
,,,,Work,Productivity
,,,,TEDx,Productivity
,,,,Technology,Productivity
,,,,Psychology,Productivity
,,,,Productivity,Work
,,,,Productivity,TEDx
,,,,Productivity,Technology
,,,,Productivity,Psychology
,,,,Productivity,Motivation
,,,,Productivity,Life
,,,,Productivity,Leadership
,,,,Productivity,Language
,,,,Productivity,Humor
,,,,Productivity,Health
,,,,Productivity,Happiness
,,,,Productivity,Fear
,,,,Productivity,Failure
,,,,Productivity,Entertainment
,,,,Productivity,Education
,,,,Productivity,Dance
,,,,Productivity,Culture
,,,,Productivity,Creativity
,,,,Productivity,Business
,,,,Motivation,Productivity
,,,,Life,Productivity
,,,,Leadership,Productivity
,,,,Language,Productivity
,,,,Humor,Productivity
,,,,Health,Productivity
,,,,Happiness,Productivity
,,,,Fear,Productivity
,,,,Failure,Productivity
,,,,Entertainment,Productivity
,,,,Education,Productivity
,,,,Dance,Productivity
,,,,Culture,Productivity
,,,,Creativity,Productivity
,,,,Business,Productivity
,,,,Productivity,Buddhism
,,,,Buddhism,Productivity
,,,,Productivity,Body language
,,,,Body language,Productivity
,,,,Productivity,Behavioral economics
,,,,Behavioral economics,Productivity
,,,,Women in business,Finance
,,,,TEDx,Finance
,,,,Technology,Finance
,,,,Sustainability,Finance
,,,,Self,Finance
,,,,Law,Finance
,,,,Investment,Finance
,,,,Innovation,Finance
,,,,Green,Finance
,,,,Government,Finance
,,,,Global issues,Finance
,,,,Finance,Women in business
,,,,Finance,TEDx
,,,,Finance,Technology
,,,,Finance,Sustainability
,,,,Finance,Self
,,,,Finance,Law
,,,,Finance,Investment
,,,,Finance,Innovation
,,,,Finance,Green
,,,,Finance,Government
,,,,Finance,Global issues
,,,,Finance,Economics
,,,,Finance,Culture
,,,,Finance,Crime
,,,,Finance,Business
,,,,Finance,Behavioral economics
,,,,Economics,Finance
,,,,Culture,Finance
,,,,Crime,Finance
,,,,Business,Finance
,,,,Behavioral economics,Finance
,,,,Finance,Decision-making
,,,,Decision-making,Finance
,,,,TEDx,Decision-making
,,,,Technology,Decision-making
,,,,Statistics,Decision-making
,,,,Society,Decision-making
,,,,Social change,Decision-making
,,,,Self,Decision-making
,,,,Science,Decision-making
,,,,Psychology,Decision-making
,,,,Philosophy,Decision-making
,,,,Personal growth,Decision-making
,,,,Medicine,Decision-making
,,,,Health,Decision-making
,,,,Happiness,Decision-making
,,,,Global issues,Decision-making
,,,,Failure,Decision-making
,,,,Economics,Decision-making
,,,,Design,Decision-making
,,,,Decision-making,TEDx
,,,,Decision-making,Technology
,,,,Decision-making,Statistics
,,,,Decision-making,Society
,,,,Decision-making,Social change
,,,,Decision-making,Self
,,,,Decision-making,Science
,,,,Decision-making,Psychology
,,,,Decision-making,Philosophy
,,,,Decision-making,Personal growth
,,,,Decision-making,Medicine
,,,,Decision-making,Health
,,,,Decision-making,Happiness
,,,,Decision-making,Global issues
,,,,Decision-making,Failure
,,,,Decision-making,Economics
,,,,Decision-making,Design
,,,,Decision-making,Culture
,,,,Decision-making,Business
,,,,Decision-making,Behavioral economics
,,,,Culture,Decision-making
,,,,Business,Decision-making
,,,,Behavioral economics,Decision-making
,,,,Potential,Decision-making
,,,,Decision-making,Potential
,,,,Marketing,Decision-making
,,,,Decision-making,Marketing
,,,,Decision-making,Choice
,,,,Choice,Decision-making
,,,,Decision-making,Cancer
,,,,Cancer,Decision-making
,,,,Work,Behavioral economics
,,,,TEDx,Behavioral economics
,,,,Self,Behavioral economics
,,,,Psychology,Behavioral economics
,,,,Neuroscience,Behavioral economics
,,,,Motivation,Behavioral economics
,,,,Monkeys,Behavioral economics
,,,,Mind,Behavioral economics
,,,,Leadership,Behavioral economics
,,,,Language,Behavioral economics
,,,,Energy,Behavioral economics
,,,,Economics,Behavioral economics
,,,,Data,Behavioral economics
,,,,Culture,Behavioral economics
,,,,Business,Behavioral economics
,,,,Behavioral economics,Work
,,,,Behavioral economics,TEDx
,,,,Behavioral economics,Self
,,,,Behavioral economics,Psychology
,,,,Behavioral economics,Neuroscience
,,,,Behavioral economics,Motivation
,,,,Behavioral economics,Monkeys
,,,,Behavioral economics,Mind
,,,,Behavioral economics,Leadership
,,,,Behavioral economics,Language
,,,,Behavioral economics,Energy
,,,,Behavioral economics,Economics
,,,,Behavioral economics,Data
,,,,Behavioral economics,Culture
,,,,Behavioral economics,Business
,,,,Choice,Behavioral economics
,,,,Behavioral economics,Choice
,,,,Money,Behavioral economics
,,,,Behavioral economics,Money
,,,,Technology,Nanoscale
,,,,Science,Nanoscale
,,,,Photography,Nanoscale
,,,,Nanoscale,Technology
,,,,Nanoscale,Science
,,,,Nanoscale,Photography
,,,,Nanoscale,Life
,,,,Nanoscale,Invention
,,,,Nanoscale,Education
,,,,Nanoscale,Demo
,,,,Nanoscale,Creativity
,,,,Nanoscale,Computers
,,,,Life,Nanoscale
,,,,Invention,Nanoscale
,,,,Education,Nanoscale
,,,,Demo,Nanoscale
,,,,Creativity,Nanoscale
,,,,Computers,Nanoscale
,,,,Nanoscale,Future
,,,,Future,Nanoscale
,,,,Nanoscale,Film
,,,,Film,Nanoscale
,,,,Nature,Nanoscale
,,,,Nanoscale,Nature
,,,,Nanoscale,Biology
,,,,Biology,Nanoscale
,,,,Nanoscale,DNA
,,,,DNA,Nanoscale
,,,,Water,Nanoscale
,,,,Nanoscale,Water
,,,,Nanoscale,Insects
,,,,Insects,Nanoscale
,,,,Physics,Nanoscale
,,,,Nanoscale,Physics
,,,,Nanoscale,MacArthur grant
,,,,MacArthur grant,Nanoscale
,,,,Nanoscale,Bacteria
,,,,Bacteria,Nanoscale
,,,,Universe,Time
,,,,Time,Universe
,,,,Time,TEDx
,,,,Time,Technology
,,,,Time,Social change
,,,,Time,Science
,,,,Time,Physics
,,,,Time,Philosophy
,,,,Time,Math
,,,,Time,Love
,,,,Time,Leadership
,,,,Time,Language
,,,,Time,Humor
,,,,Time,Evolution
,,,,Time,Entertainment
,,,,Time,Energy
,,,,Time,Education
,,,,Time,Design
,,,,Time,Culture
,,,,Time,Comedy
,,,,Time,Climate change
,,,,Time,Children
,,,,Time,Brain
,,,,TEDx,Time
,,,,Technology,Time
,,,,Social change,Time
,,,,Science,Time
,,,,Physics,Time
,,,,Philosophy,Time
,,,,Math,Time
,,,,Love,Time
,,,,Leadership,Time
,,,,Language,Time
,,,,Humor,Time
,,,,Evolution,Time
,,,,Entertainment,Time
,,,,Energy,Time
,,,,Education,Time
,,,,Design,Time
,,,,Culture,Time
,,,,Comedy,Time
,,,,Climate change,Time
,,,,Children,Time
,,,,Brain,Time
,,,,Time,String theory
,,,,String theory,Time
,,,,Time,Space
,,,,Space,Time
,,,,Time,Extraterrestrial life
,,,,Extraterrestrial life,Time
,,,,Time,Dark matter
,,,,Dark matter,Time
,,,,Time,Cosmos
,,,,Cosmos,Time
,,,,Time,Complexity
,,,,Complexity,Time
,,,,Time,Big bang
,,,,Big bang,Time
,,,,Time,Astronomy
,,,,Astronomy,Time
,,,,String theory,Big bang
,,,,Big bang,String theory
,,,,Dark matter,Big bang
,,,,Big bang,Dark matter
,,,,Visualizations,Big bang
,,,,Universe,Big bang
,,,,Technology,Big bang
,,,,Space,Big bang
,,,,Science,Big bang
,,,,Physics,Big bang
,,,,Internet,Big bang
,,,,Humanity,Big bang
,,,,History,Big bang
,,,,Energy,Big bang
,,,,Education,Big bang
,,,,Cosmos,Big bang
,,,,Big bang,Visualizations
,,,,Big bang,Universe
,,,,Big bang,Technology
,,,,Big bang,Space
,,,,Big bang,Science
,,,,Big bang,Physics
,,,,Big bang,Internet
,,,,Big bang,Humanity
,,,,Big bang,History
,,,,Big bang,Energy
,,,,Big bang,Education
,,,,Big bang,Cosmos
,,,,Big bang,Astronomy
,,,,Astronomy,Big bang
,,,,Universe,String theory
,,,,TEDx,String theory
,,,,Technology,String theory
,,,,String theory,Universe
,,,,String theory,TEDx
,,,,String theory,Technology
,,,,String theory,Storytelling
,,,,String theory,Social change
,,,,String theory,Science
,,,,String theory,Politics
,,,,String theory,Physics
,,,,String theory,Philosophy
,,,,String theory,Math
,,,,String theory,Global issues
,,,,String theory,Evolution
,,,,String theory,Education
,,,,String theory,Computers
,,,,String theory,Community
,,,,String theory,Biology
,,,,Storytelling,String theory
,,,,Social change,String theory
,,,,Science,String theory
,,,,Politics,String theory
,,,,Physics,String theory
,,,,Philosophy,String theory
,,,,Math,String theory
,,,,Global issues,String theory
,,,,Evolution,String theory
,,,,Education,String theory
,,,,Computers,String theory
,,,,Community,String theory
,,,,Biology,String theory
,,,,String theory,Cosmos
,,,,Cosmos,String theory
,,,,String theory,Complexity
,,,,Complexity,String theory
,,,,String theory,Astronomy
,,,,Astronomy,String theory
,,,,String theory,Simplicity
,,,,Simplicity,String theory
,,,,Universe,Extraterrestrial life
,,,,TEDx,Extraterrestrial life
,,,,TED Prize,Extraterrestrial life
,,,,Technology,Extraterrestrial life
,,,,Space,Extraterrestrial life
,,,,Science,Extraterrestrial life
,,,,Physics,Extraterrestrial life
,,,,Love,Extraterrestrial life
,,,,Life,Extraterrestrial life
,,,,Intelligence,Extraterrestrial life
,,,,Humor,Extraterrestrial life
,,,,Extraterrestrial life,Universe
,,,,Extraterrestrial life,TEDx
,,,,Extraterrestrial life,TED Prize
,,,,Extraterrestrial life,Technology
,,,,Extraterrestrial life,Space
,,,,Extraterrestrial life,Science
,,,,Extraterrestrial life,Physics
,,,,Extraterrestrial life,Love
,,,,Extraterrestrial life,Life
,,,,Extraterrestrial life,Intelligence
,,,,Extraterrestrial life,Humor
,,,,Extraterrestrial life,Entertainment
,,,,Extraterrestrial life,Biotech
,,,,Extraterrestrial life,Biology
,,,,Entertainment,Extraterrestrial life
,,,,Biotech,Extraterrestrial life
,,,,Biology,Extraterrestrial life
,,,,Extraterrestrial life,Astronomy
,,,,Astronomy,Extraterrestrial life
,,,,Planets,Extraterrestrial life
,,,,Extraterrestrial life,Planets
,,,,Geology,Extraterrestrial life
,,,,Extraterrestrial life,Geology
,,,,Extraterrestrial life,Exploration
,,,,Exploration,Extraterrestrial life
,,,,Youth,Dark matter
,,,,Universe,Dark matter
,,,,Technology,Dark matter
,,,,Space,Dark matter
,,,,Science,Dark matter
,,,,Physics,Dark matter
,,,,Energy,Dark matter
,,,,Education,Dark matter
,,,,Design,Dark matter
,,,,Dark matter,Youth
,,,,Dark matter,Universe
,,,,Dark matter,Technology
,,,,Dark matter,Space
,,,,Dark matter,Science
,,,,Dark matter,Physics
,,,,Dark matter,Energy
,,,,Dark matter,Education
,,,,Dark matter,Design
,,,,Dark matter,Culture
,,,,Culture,Dark matter
,,,,Dark matter,Astronomy
,,,,Astronomy,Dark matter
,,,,Exploration,Dark matter
,,,,Dark matter,Exploration
,,,,Yesallwomen,Trafficking
,,,,Women,Trafficking
,,,,Trafficking,Yesallwomen
,,,,Trafficking,Women
,,,,Trafficking,Poverty
,,,,Trafficking,Humanity
,,,,Trafficking,Global issues
,,,,Trafficking,Education
,,,,Trafficking,Economics
,,,,Trafficking,Development
,,,,Trafficking,Children
,,,,Trafficking,Business
,,,,Poverty,Trafficking
,,,,Humanity,Trafficking
,,,,Global issues,Trafficking
,,,,Education,Trafficking
,,,,Economics,Trafficking
,,,,Development,Trafficking
,,,,Children,Trafficking
,,,,Business,Trafficking
,,,,Trafficking,Slavery
,,,,Slavery,Trafficking
,,,,Trafficking,Sex
,,,,Sex,Trafficking
,,,,Trafficking,Feminism
,,,,Feminism,Trafficking
,,,,Trafficking,Asia
,,,,Asia,Trafficking
,,,,Yesallwomen,Slavery
,,,,Women,Slavery
,,,,Slavery,Yesallwomen
,,,,Slavery,Women
,,,,Slavery,Poverty
,,,,Slavery,Photography
,,,,Slavery,Humanity
,,,,Slavery,Global issues
,,,,Slavery,Education
,,,,Slavery,Economics
,,,,Slavery,Development
,,,,Slavery,Children
,,,,Slavery,Business
,,,,Poverty,Slavery
,,,,Photography,Slavery
,,,,Humanity,Slavery
,,,,Global issues,Slavery
,,,,Education,Slavery
,,,,Economics,Slavery
,,,,Development,Slavery
,,,,Children,Slavery
,,,,Business,Slavery
,,,,Slavery,Sex
,,,,Sex,Slavery
,,,,Slavery,Feminism
,,,,Feminism,Slavery
,,,,Slavery,Asia
,,,,Asia,Slavery
,,,,War,Map
,,,,TEDx,Map
,,,,Technology,Map
,,,,Science,Map
,,,,Politics,Map
,,,,Map,War
,,,,Map,TEDx
,,,,Map,Technology
,,,,Map,Science
,,,,Map,Politics
,,,,Map,Health
,,,,Map,Global issues
,,,,Map,Design
,,,,Map,Culture
,,,,Map,Computers
,,,,Map,Comedy
,,,,Map,Collaboration
,,,,Health,Map
,,,,Global issues,Map
,,,,Design,Map
,,,,Culture,Map
,,,,Computers,Map
,,,,Comedy,Map
,,,,Collaboration,Map
,,,,Map,Cities
,,,,Cities,Map
,,,,Map,Economics
,,,,Economics,Map
,,,,Map,Business
,,,,Business,Map
,,,,Map,Creativity
,,,,Creativity,Map
,,,,Map,Interface design
,,,,Interface design,Map
,,,,Map,Library
,,,,Library,Map
,,,,Map,History
,,,,History,Map
,,,,World cultures,Map
,,,,Map,World cultures
,,,,Map,Humor
,,,,Humor,Map
,,,,Space,Map
,,,,Map,Space
,,,,Map,Astronomy
,,,,Astronomy,Map
,,,,Map,Asia
,,,,Asia,Map
,,,,Urban planning,Map
,,,,Map,Urban planning
,,,,State-building,Map
,,,,Map,State-building
,,,,Map,Epidemiology
,,,,Epidemiology,Map
,,,,Map,Book
,,,,Book,Map
,,,,Youth,Wunderkind
,,,,Wunderkind,Youth
,,,,Wunderkind,Technology
,,,,Wunderkind,Science
,,,,Wunderkind,Performance
,,,,Wunderkind,Health
,,,,Wunderkind,Entertainment
,,,,Wunderkind,Disease
,,,,Wunderkind,Creativity
,,,,Wunderkind,Children
,,,,Wunderkind,Cancer
,,,,Technology,Wunderkind
,,,,Science,Wunderkind
,,,,Performance,Wunderkind
,,,,Health,Wunderkind
,,,,Entertainment,Wunderkind
,,,,Disease,Wunderkind
,,,,Creativity,Wunderkind
,,,,Children,Wunderkind
,,,,Cancer,Wunderkind
,,,,Wunderkind,Violin
,,,,Violin,Wunderkind
,,,,Wunderkind,Piano
,,,,Piano,Wunderkind
,,,,Wunderkind,Music
,,,,Music,Wunderkind
,,,,Wunderkind,Live music
,,,,Live music,Wunderkind
,,,,Wunderkind,Arts
,,,,Arts,Wunderkind
,,,,Work,Women in business
,,,,Women in business,Work
,,,,Women in business,Women
,,,,Women in business,TEDx
,,,,Women in business,Technology
,,,,Women in business,Social change
,,,,Women in business,Poverty
,,,,Women in business,Politics
,,,,Women in business,Motivation
,,,,Women in business,Medicine
,,,,Women in business,Leadership
,,,,Women in business,Investment
,,,,Women in business,Innovation
,,,,Women in business,Inequality
,,,,Women in business,Health care
,,,,Women in business,Government
,,,,Women in business,Goal-setting
,,,,Women in business,Global issues
,,,,Women in business,Food
,,,,Women in business,Environment
,,,,Women in business,Entrepreneur
,,,,Women in business,Education
,,,,Women in business,Economics
,,,,Women in business,Development
,,,,Women in business,Culture
,,,,Women in business,Corruption
,,,,Women in business,Consumerism
,,,,Women in business,Communication
,,,,Women in business,Collaboration
,,,,Women in business,Business
,,,,Women,Women in business
,,,,TEDx,Women in business
,,,,Technology,Women in business
,,,,Social change,Women in business
,,,,Poverty,Women in business
,,,,Politics,Women in business
,,,,Motivation,Women in business
,,,,Medicine,Women in business
,,,,Leadership,Women in business
,,,,Investment,Women in business
,,,,Innovation,Women in business
,,,,Inequality,Women in business
,,,,Health care,Women in business
,,,,Government,Women in business
,,,,Goal-setting,Women in business
,,,,Global issues,Women in business
,,,,Food,Women in business
,,,,Environment,Women in business
,,,,Entrepreneur,Women in business
,,,,Education,Women in business
,,,,Economics,Women in business
,,,,Development,Women in business
,,,,Culture,Women in business
,,,,Corruption,Women in business
,,,,Consumerism,Women in business
,,,,Communication,Women in business
,,,,Collaboration,Women in business
,,,,Business,Women in business
,,,,Women in business,Feminism
,,,,Feminism,Women in business
,,,,Women in business,Arts
,,,,Arts,Women in business
,,,,Women in business,Transportation
,,,,Transportation,Women in business
,,,,Women in business,Race
,,,,Race,Women in business
,,,,Women in business,Philanthropy
,,,,Philanthropy,Women in business
,,,,Vocals,Potential
,,,,Vocals,Piano
,,,,Vocals,Performance
,,,,Vocals,Music
,,,,Vocals,Environment
,,,,Vocals,Entertainment
,,,,Vocals,Climate change
,,,,Vocals,Arts
,,,,Potential,Vocals
,,,,Piano,Vocals
,,,,Performance,Vocals
,,,,Music,Vocals
,,,,Environment,Vocals
,,,,Entertainment,Vocals
